username;Nickname;Likes;Followers;Bio;view_count;like_count;comment_count;save_count;engagement_rate_influencer
axelwebber;Axel;261700000.0;4200000.0;No bio yet.;17200000.0;1975100.0;4351.0;49433.0;35.72800602712205
katelynrosebrown;KatelynBrown;16800000.0;2000000.0;💖;20371200.0;1570500.0;7165.0;16585.0;51.05410273972603
kaansanity;aakaanksh;105900000.0;5100000.0;☝🏼life hacks and Tech tips☝🏼 can we get to 6 mil? kaansanity@undercurrent.net;79027200.0;10011300.0;71043.0;1770013.0;142.64106281777924
andresgjohnson;Andres Johnson256;563400000.0;6700000.0;Más consejos en Instagram ANDRES.GJOHNSON;29700000.0;5403400.0;23649.0;199800.0;7.439610491132333
zhcyt;ZHC;261400000.0;15400000.0;Hi Tiktok :);29340800.0;4478900.0;13188.0;295260.0;20.65080150943396
cedriklorenzen;Cedrik Lorenzen;106100000.0;4400000.0;100% Self taught ❤️ So much more than just a food page 😉  Thirsty or hungry?;2568700.0;271600.0;6653.0;11892.0;15.948071610169492
emiliamernes;EMILIA;90400000.0;6500000.0;Artista;10900000.0;1358500.0;6313.0;45225.0;63.97464673469388
tooturnttonyy20;Tooturnttony.fans♥️;53700.0;8151.0;No bio yet.;454900.0;15351.0;219.0;764.0;700.8847926267281
moisesturcioss;Caracolito;18400000.0;1500000.0;¡Caracoles!🐌 Instagram📸moisesturcioss;791300.0;85565.0;422.0;3971.0;39.72228196172249
marcel.ruiz;Marcel Ruiz;6100000.0;341600.0;No bio yet.;897000.0;179749.0;750.0;5423.0;9.406262972972971
pakoyaso_;Pakoyaso;361300000.0;19000000.0;Salth🧂 Mi insta: @pakoyaso_    Contacto: 📩 pakoyaso@kanovas.com.mx;4713100.0;391100.0;1558.0;12873.0;10.353353711340208
phuonganhcun97;Lê Phương Anh;7800000.0;1600000.0;Lê Phương Anh 🇻🇳  📞 FOR WORK: 0868999998 💌  IG: phuong.anh.17.09;701100.0;50246.0;557.0;826.0;17.857852285714287
emrata;Emrata;38600000.0;2600000.0;@emrata;14900000.0;1522100.0;5357.0;47125.0;14.691658095238097
ygnazz;NAS;90300000.0;3500000.0;I’M BACK 😁 📧 ygnazbusiness@gmail.com;932100.0;106900.0;1095.0;11166.0;31.13402555555556
twice_tiktok_officialjp;TWICE JAPAN OFFICIAL;118700000.0;6200000.0;TWICE JAPAN OFFICIAL  TikTok;2630400.0;533900.0;3662.0;27528.0;29.026931666666663
syifahadjuuuuuuu;Syifa Hadju;57300000.0;4500000.0;No bio yet.;24411000.0;2271634.0;5839.0;102795.0;95.7684788478848
xuleo.79;Xù LèO;69700000.0;1900000.0;Contact for work Mail => Xuleo079@gmail.com Call => 0335492813 (Q.L Kiều);4408200.0;129600.0;1725.0;2115.0;102.38778242677824
vanessalopesr;Vanessa Lopes;1000000000.0;30000000.0;dança | bussiness | lifestyle vanessa@changodigital.com.br;299341000.0;20058100.0;121928.0;728198.0;89.42645857142857
fahmi.nm;Fahmi;447800000.0;9600000.0;Bisnis / kerjasama dm Instagram : fahmi_nmd;52739700.0;5229300.0;23992.0;160480.0;23377.045534150613
postmalone;Post Malone;129200000.0;15400000.0;AUSTIN 🩵🍻;49614300.0;5594900.0;19997.0;169612.0;25.971163088235294
kekepalmer;Keke Palmer;64700000.0;7900000.0;👑 Millennial Diva 👑;792200.0;61163.0;338.0;1380.0;53.694743446327685
mrcaqui;Facundo Izquierdo;1100000000.0;7000000.0;isfp Cuenta de lives: @mrcaquitarica;6310000.0;1178800.0;2636.0;48032.0;16.95801192982456
madelineargy;madz;242900000.0;4800000.0;yay taller than u;23600000.0;1264700.0;1777.0;26052.0;33.394621546391754
los_chicaneros;Los_chicaneros;587800000.0;10600000.0;Una familia común ❤️ P.O BOX 2588, Orlando, FL, 32802;46000000.0;5749500.0;44794.0;358298.0;39.750552142857146
kaelimaee;kaeli mae;569700000.0;14700000.0;all things life + home  💌kaeli@palettemgmt.com ⇣AMAZON PAGE⇣;5194100.0;790400.0;3060.0;30272.0;60.84312
sara.wais;Sara Waisglass;113200000.0;6700000.0;let’s get weird;38200000.0;5118500.0;28172.0;149800.0;23.81356142857143
anas_elshayib;انس الشايب;85100000.0;5600000.0;No bio yet.;30200000.0;954300.0;15735.0;49785.0;27.75862095238095
jjeverettrose;JJEverettRose;181500000.0;5200000.0;🧑‍🦰Ginger comedy skits!🧑‍🦰 🌍jake@emctalent.com🌍 👇YouTube!👇;50505000.0;8043000.0;48815.0;770105.0;32.157007407407406
sauud_70;سعود القحطاني🇸🇦;10000000.0;4600000.0;بعيداً عن المثالية انا شخص بسيط جداً واغلى ما املك والدتي ❤️;5502500.0;226700.0;7493.0;19070.0;25.77522980302598
simonservidamusic;simonservidamusic;6100000.0;276100.0;Super serious musician Toronto 🇨🇦 Tutorials and kits and courses n music⬇️;7303000.0;637461.0;3161.0;60473.0;28.666664698795177
itstaylerholder;Tayler Holder;1200000000.0;19800000.0;STREAM “Someone You Knew” NOW!! 👇🏼👇🏼;15348000.0;767193.0;7014.0;43857.0;169.6747435897436
rafaelsantos;Rafael Santos;566000000.0;21500000.0;Aaaaa obgg pelos 21M💕 📩comercialrafasantos@gmail.com Video novo⬇️;120600000.0;17951700.0;161775.0;534200.0;32.12680319148936
poorlifecx;Poorlifecx;14900000.0;1300000.0;An ordinary person who spreads Chinese elements.  Understand the real China!;4911100.0;256764.0;1780.0;14051.0;24.598609680851062
retomiguel;Jen & Miguel;251200000.0;4800000.0;TAPATIOS 🇲🇽 En IG contesto a todos!! ☝🏻 ¿Quién jala a la BODA?;148600000.0;12825200.0;49538.0;634700.0;50.627008260869566
johnsonfiles;The Johnson Files;7100000.0;303400.0;Viral comedian and billboard-charting singer. Live comedy tour info on website!;4187335.0;585870.0;6278.0;24682.0;336.5996153846154
yura.yunita;Yura Yunita;67200000.0;1600000.0;No bio yet.;47725000.0;6505000.0;31956.0;479482.0;27.56208217142857
islasvlogs_;Islas Vlogs;125000000.0;4700000.0;Hago preguntas y cuento cosas 😎  islasvlogs@kanovas.com.mx📧;65156400.0;7005359.0;21378.0;354368.0;459.9597109428768
cardncyn;Carddd;334300000.0;7500000.0;Ig : carddd;47800000.0;5986800.0;12476.0;265900.0;45.55598285714286
elsaajapasal;Aura Eca🐝;56500000.0;2700000.0;🐹🐹;27500000.0;2042300.0;12280.0;84082.0;13.7392724
gregoriopernia;gregorioperniaoficial;58600000.0;7000000.0;Actor colombiano, Instagram @gregoriopernia;128200000.0;7902100.0;53677.0;137797.0;67.56523339622642
adrianbliss;Adrian Bliss;205800000.0;7900000.0;Down with the fourth wall;15400000.0;1622400.0;4997.0;72560.0;50.22661173267327
joycaledelire;JoycaLeDelire;61000000.0;3900000.0;Insta & Youtube 👆🏼 Je suis un gars normal;4145400.0;402700.0;2123.0;22758.0;26.423889096774197
andy.and.michelle;Andy & Michelle;270200000.0;7200000.0;You found us! 🇰🇷🇨🇳  📧 andyandmichelle@transparentarts.com  Links below! ⬇️;182124300.0;23617600.0;103869.0;824849.0;63.95225417974322
nalgalia.g;nati👽;588100000.0;17800000.0;Te veo perdido sígueme en Facebook ⬇️;205405351.0;10700695.0;17740.0;520005.0;85.12659885714285
libardoisaza;Libardo Isaza;834700000.0;20300000.0;Lyk❦sad ❅🥀🐺 ❅;27600000.0;3305700.0;22452.0;164600.0;18.12818857142857
tonyeffebaby777;tonyeffebaby777;8800000.0;849700.0;TONY $O$A 🇮🇹;6408100.0;748400.0;5291.0;34232.0;47.84466365517241
avascreams;ava;134200000.0;2300000.0;Never once been at peace;8244400.0;2119600.0;15106.0;148268.0;21.797735925925927
febrastanty;Febbyrastanty;14600000.0;1500000.0;Hi there!;60610000.0;4101093.0;17194.0;81026.0;20.551915942028984
leigh_mcnasty;Leigh McClendon;166000000.0;5200000.0;Business: Leigh@retromgmt.org I have a deformed foot 👇🏼Merch!;42501200.0;6776100.0;33619.0;429524.0;31.2123175
yazidzohri;Yazid Zohri;145300000.0;2800000.0;The Netherlands 🇳🇱;18700000.0;1402600.0;214690.0;102702.0;61.205264761904765
jaynagy;Jay Nagy;191800000.0;8900000.0;Jesus > Itchy CEO BACK IN STOCK!;36406397.0;3416470.0;19381.0;249148.0;195.7810721900701
endqiannn031123;EndQiannn031123;5400000.0;627100.0;浅浅112399  这世界这么多人 很荣幸被你喜欢❤️  一直陪着我吧❤️;2743500.0;194476.0;1136.0;62172.0;59.14027862068966
yurinya1128;ゆりにゃ;20500000.0;934400.0;🏰🩵ゆりにゃワールド🩷🏰 インスタ来てね🐇🎀;49400000.0;1765200.0;11777.0;74426.0;25.27974690140845
kehlani;Kehlani;10300000.0;5100000.0;🍯;11100000.0;1598700.0;9280.0;74522.0;18.34341294117647
jameshenry;James Henry;60400000.0;4200000.0;Instagram:James Henry🇯🇲🇵🇦🇻🇮 Youtube: James Henry Biz📩📩📩📩;39934300.0;595181.0;1557.0;13676.0;30.41584420560748
mdrr05;🇩🇿مروان الباتني😂;43700000.0;3300000.0;🤲الثقة في الله نجاح 🇲🇦🇩🇿🇹🇳🇱🇾🇸🇦🇦🇪🇶🇦 كل يوم لايف❤️ Insta👉mer.wan05;14600000.0;454300.0;6985.0;18958.0;255.1224736842105
user349747676;e_l_k_s_a_7_a;30.0;7.0;No bio yet.;197.0;17.0;0.0;0.0;24.785199777777777
pete_pamana;petepamana;71800000.0;4100000.0;พีทพามานา (ช่องนี้ช่องเดียว ย้ำ!!ไม่มีช่องสำรองเด้อ) ขอบคุณทุกมิตรภาพ🙏🏾❤️;68708300.0;6660600.0;120901.0;110924.0;22.02431629834254
suavexavier;Savyy;301300000.0;14500000.0;Jesus is King  It gets fun over here   Booking/Collab Suavepegues23@gmail.com;5287500.0;607000.0;5101.0;48189.0;20.6836625
voronina_valeria_;Valeria Voronina;146200000.0;5500000.0;✨naturally curly hair✨ AD/PR Valeria@yom.beauty;327831700.0;29501676.0;123218.0;1350862.0;887.559907359753
anna..paull;Anna Paul;590200000.0;7200000.0;24🤍I vlog everyday of my life 💌teambyannapaul@gmail.com Follow my insta 💗;14100000.0;2081500.0;14798.0;59415.0;22.845702166666666
jairitosolano;jairito;71100000.0;3900000.0;Grabo todo lo que se me ocurre 😂 Ig: jairitosolano  📩 jairitovideos@gmail.com;3307300.0;406800.0;1384.0;19912.0;27.82786310559006
axelviewoficial;AxelView;213300000.0;4900000.0;🇨🇷 Bienvenidos a la familia Pavo 🦃  Únete a mi canal de difusión en IG 😎;52930900.0;6102837.0;26618.0;359675.0;25.22312103965702
kallmewhateveryouwant;kallmewhateveryouwant;175700000.0;12200000.0;Congrats You found my Spam Account Here’s a cookie 🍪 This account is pure chaos;13700000.0;2094500.0;23963.0;93623.0;9.92690696969697
dennysumargoreal;DENNY SUMARGO;255200000.0;7200000.0;Belajarlah dari Martabak, yang spesial aja bisa dikacangin.;18410500.0;1012900.0;7691.0;25625.0;6.0978705263157895
barak.ff;Barak.ff;1900000.0;244800.0;Gmail de contacto:👇🏻  eazxcubisticxi@gmail.com;3573464.0;420905.0;11442.0;48235.0;7.949835486725663
thelandofboggs;The Land Of Boggs;194100000.0;6700000.0;Check out our merch and stuff! 👇;7995700.0;1112600.0;4178.0;110575.0;29.290691904761903
agilmarferreira;Agilmar Ferreira;55600000.0;2300000.0;🤠 comédia 📨 comercial@agilmarferreira.com.br 🤹🏻‍♂️ Ingressos pro meu show ⬇️;461000.0;72100.0;1554.0;2019.0;40.16294062043796
rauwalejandro;rauwalejandro;111900000.0;14900000.0;Latin R&B/Reggaeton singer 🇵🇷;26000000.0;3432800.0;17458.0;138665.0;45.8780615
_vector_;Vector;317100000.0;16100000.000000002;Get products from my videos and more! ⬇️;42700000.0;1327700.0;15578.0;231100.0;533.6687927565392
sarbeeston14748;The Beeston Fam;511800.0;15200.0;👉I’m Just A Big Fans  👉Please Follow to Promote my Idol  MA3-3-7;12978.0;1474.0;3.0;42.0;42.76979189473684
herranwalt;Herr Anwalt;352400000.0;6500000.0;Ich bin Anwalt🧑‍⚖️  CEO #1MinuteJura 🖤  Hier gibt es mein Buch 💕;4788800.0;508800.0;15361.0;31395.0;45.0222225
2ndshuichiro;2nd 修一朗;9600000.0;375900.0;サブ垢も全力で投稿していくスタイルです❤️‍🔥;15457900.0;525727.0;3111.0;19112.0;17.38751921875
elbernas321;Bernaveo2010🤠;43100000.0;2700000.0;Sigue tus sueños 🙈 y sígueme a mi también  🇵🇪CHICLAYO🇵🇪 Ig: bernaveo2010;4782554.0;430303.0;4540.0;39765.0;17.806141321839082
lisef.alfio;Lisef Alfio;144700000.0;5900000.0;Business inquiries  CP : 081350737064 (Lienardo) Youtube 👇🏻👇🏻👇🏻;31656300.0;1787400.0;5184.0;106985.0;346.3336806231743
strangehuman;nova;367300000.0;13200000.0;METAMORFOSIS;12400000.0;1852300.0;8966.0;98300.0;28.056383876404496
yurilamasbella31729;Yuri Lamasbella;63200.0;4525.0;👉I’m Just A Big Fans  👉Please Follow to Promote my Idol  MA1- 14-7;9485.0;344.0;19.0;12.0;17.0886895
asmr_pote;Asmr Pote;53600000.0;1700000.0;ASMR SATISFYING  VÍDEOS SATISFATÓRIOS;239029000.0;19198602.0;479407.0;2005791.0;39.94298619266055
farhanrn__;FARHAN;282800000.0;7100000.0;Comedy | Lifestyle Business Inquiries👇🏻 +62 821-2381-6113 (jo) IG: Farhanrn__;14871800.0;1878900.0;21677.0;167769.0;30.40089
self.videos;self.videos;60900000.0;736200.0;Netflix series | my Instagram🔝♡‹‹ 𝟐𝟐𝟐;387800.0;32033.0;102.0;3692.0;11.9183188
cindy.or1;cindy.or;7100000.0;132600.0;La sorcière 🧙🏽‍♀️  cindyor.collaboration@gmail.com  2ème compte: cindy.orspam;25430800.0;3780694.0;16047.0;168792.0;95.36621239583332
iniganta;Ganta 🐮;242500000.0;5400000.0;jangan mbendanggis mari tersenjum 🌱🌻🍃🌺🌳🐮;11487400.0;1025500.0;14366.0;33413.0;21.188507435897435
morganpresleyxo;Morgan Presley;430500000.0;5700000.0;Morganpresley@viralnationtalent.com   FOLLOW MY IG BC I GET BANNED CONSTANTLY;5301000.0;735700.0;4535.0;19542.0;61.10423083333333
johaanzu;JohaanZu;133800000.0;5000000.0;❤️ VIDEO NUEVO SERVIDOR ⬇️;6839300.0;708800.0;11808.0;54444.0;17.790447719298246
minami.0819;🦄💙MINAMI💙🦄;312400000.0;2500000.0;毎日投稿！  ↓みなみチャンネル↓;18501500.0;935000.0;26505.0;42922.0;29.285328461538462
thebandmcmillan948;The Band McMillan;4520.0;318.0;👉I’m Just A Big Fans  👉Please Follow to Promote my Idol  M24-18-6;6468.0;481.0;2.0;11.0;13.437600434782608
lee.cuong;Lee Cường;27000000.0;1600000.0;Khám Phá Tâm Linh & Văn Hoá & Lịch Sử  Liên hệ công việc 👇;4785400.0;99900.0;978.0;5964.0;19.269246363636363
cesarpantoja.n;Cesar Pantoja;659800000.0;17100000.0;🇲🇽MX /MZT🌊 📩: cpmarcas@gmail.com Sígueme en Instagram: @cesarpantoja.n👇🏼;15900000.0;591000.0;7465.0;15871.0;54.12847922330097
zachlanebryan170;Zachlanebryan;253.0;381.0;Giving your heart but keep your head;2640.0;27.0;0.0;7.0;11.182419772727274
mattchessco;Matt Chessco;60500000.0;2800000.0;🔥My first art exhibition 👉Oct 20th to Jan 5th in Toronto (200 Princes' Blvd)🔥;37100703.0;3001481.0;23650.0;78563.0;22.06447641025641
losariasbrothers;Los Arias;110300000.0;3600000.0;Instagram: @sebaa_ariass @santiago.arias.1 📥:losariasbrothers@gmail.com 🏁:4M;54725400.0;6334400.0;16190.0;471400.0;30.126592744479492
karna.val;🎀КАРНАВАЛ🎀;1500000000.0;26200000.0;🐻ДАРОВА БАНДИТЫ!!!🐻 чисто бандитская  GANG FAM🔫🖤 karna.val@liveliness.agency;8600000.0;1009600.0;7797.0;65826.0;17.09501088495575
jdiasss_;João Dias;365000000.0;9500000.0;Faço lives todos os dias na twitch👇🏻;128340600.0;15147900.0;150781.0;801586.0;56.92711
realfunnymarco;FunnyMarco;47000000.0;2400000.0;It’s a mindset thing;2418400.0;405556.0;3378.0;31699.0;62.67291201438849
pierson;Pierson;444700000.0;16100000.000000002;I SPENT AN ENTIRE DAY IN REVERSE!👇;136010400.0;12086300.0;41051.0;577169.0;150.02862
jonata_26;Jonata;350000000.0;8800000.0;MI NUEVO LIBRO!😍⬇️⬇️;2121300.0;404635.0;1772.0;20545.0;45.721551516853935
isaiahgarza;Isaiah Garza;224000000.0;8600000.0;Nonprofit making dreams come true 💕 support my nonprofit / shop my merch 👇🏼;85400000.0;16131400.0;205283.0;1112700.0;41.913131791044776
kessel_nathan_official;Nathan Kessel;437200000.0;10200000.0;Download MyScreen in the App Store!! Nathan@theviralitynetwork.com;6179400.0;651300.0;2400.0;46996.0;15.52541806451613
soy_marcela4;Soy_marcela;244400000.0;6900000.0;Contacto:  soymarcela237@gmail.com;7844100.0;1242400.0;2364.0;55947.0;27.657864520547943
fedevigevani;Fede Vigevani;348000000.0;19800000.0;🇺🇾 en 🇲🇽 hola, hago videitos en internet;29883400.0;3864700.0;52731.0;212400.0;31.660816451612902
chourouk.model_official;Chourouk_model_official;71800000.0;7000000.0;بسم الله مشاءالله ❤️ تونسية وافتخر🇹🇳;12645100.0;574200.0;2565.0;29969.0;32.5660667368421
thecoreyb;Corey B;285500000.0;10700000.0;NYC;14014100.0;1777300.0;11240.0;270872.0;70.09991190697674
artistadasencasa;ARTISTADAS EN CASA;117300000.0;6800000.0;📨 artistadasencasa@bushidotalent.com;3557300.0;157170.0;1184.0;9600.0;9.624012
gkocoach;Gkocoach / GK오코치🇰🇷;22000000.0;1000000.0;K리그1 프로유스 골키퍼코치 오지훈 GK코치입니다 [골키퍼의 모든것/GK오코치] 골키퍼의 고수가 되고 싶다면?🔻;129559900.0;6530415.0;27013.0;1175129.0;41.79156488888889
sabrinacarpenter;Sabrina Carpenter;199200000.0;14600000.0;💌emails i can’t send is out now💌;59400000.0;4001000.0;12429.0;111500.0;18.954742459016398
dina_kalanta;Dina_Kalanta;85300000.0;5900000.0;Perfect 👌;104525900.0;8068900.0;23937.0;376304.0;64.3304564
brittikitty;brittikitty;820300000.0;16700000.0;If you follow us, we promise to make you smile!  brittikitty@select.co;186300000.0;19100000.0;81400.0;828200.0;55.18547368421053
sptrakori_;sptrakori_;558200000.0;11800000.0;21, Bali🇮🇩 @stailish.id @studiodenya Endorsement/Kerja Sama Lainnya⬇️;3794800.0;401500.0;6301.0;24310.0;43.70847033333333
ailaughatmyownjokes;it's a me, Silvia :);158100000.0;3900000.0;🇩🇪 📧business@laughifai.com 🎭https://www.twitch.tv/ailaughatmyownjokes;5801700.0;1207100.0;4068.0;115000.0;24.66120347826087
kpifthatscool;KP Parker;27600000.0;328300.0;i love doing little dummy stuff kpparkerthings@gmail.com;13884100.0;2471000.0;17986.0;58900.0;72.307495
miguelmartinezoficial;MiguelMartinez;11100000.0;2200000.0;Sígueme para más locuras Y ve el video de mi nuevo sencillo aquí 👇;248500.0;17205.0;251.0;431.0;26.816394
vidhia_r;🐇Vidhi_R🐇;422900000.0;9700000.0;🔥Mãi Yêu Gia Đình Villa🔥 🦁🇻🇳❤️🇮🇩🐇;72470600.0;5918500.0;79649.0;52569.0;25.0002818
shayvise;Shayvise;394700000.0;5800000.0;5 MILLIONS de fois merci ! 🌟🌟😘 Ma source d’inspiration ? Vous !;52280600.0;4311000.0;17198.0;286767.0;58.61856875
christiaancaarrasco;christian✌🏼;1100000.0;10700.0;ig:christiiancarrasco📷    Málaga🏠;5201508.0;896400.0;8664.0;51174.0;17.173335223880596
jessie.shen;Jessie;223100000.0;9500000.0;beauty | lifestyle | dance  jessie@changodigital.com.br;8913300.0;1431700.0;7610.0;83798.0;13.047594545454546
andydesu;Andy Watabe;14800000.0;612800.0;Join my Weaboo Army 🍙 ⬇️ Japanese for Beginners Online Course ⬇️;727380.0;82827.0;457.0;4448.0;25.23480081967213
jahkhalib;Jah Khalib;11700000.0;906900.0;Премьера клип «Панда» 👇🏿👇🏿👇🏿;273000.0;21118.0;313.0;1039.0;57.26237984732825
meghantrainor;Meghan Trainor;407400000.0;17900000.0;Riley and Barry’s mama💚;39400000.0;4441800.0;15468.0;114831.0;36.94638384615384
leozitorocha1;Leozito Rocha;19700000.0;2200000.0;Insta: @Leozitorochaoficial;22062000.0;2337800.0;35925.0;195501.0;42.63231765306122
bequietjoe;joe hegyes;7100000.0;128200.0;talking to myself ⬇️get in touch⬇️ joehegyes@whalartalent.com;2304800.0;241318.0;896.0;5525.0;27.651453493150687
fatkitchens;fatkitchens;4700000.0;326700.0;🇨🇭 All recipes on my Instagram. info@one-eins.de;26213600.0;2553517.0;11936.0;316367.0;17.01643764423077
annecurtissmith;Anne Curtis;29200000.0;3200000.0;Pursuer of Dreams 🌈;41684700.0;5521600.0;16443.0;214509.0;54.48364380952381
theshabakitchen;The Shaba Kitchen;40200000.0;2800000.0;Join us for recipes, food hacks, and more! 🔥 💌 theshabakitchen@gmail.com;2424100.0;50935.0;903.0;20804.0;252.7666935483871
dafnnejm;D;364600000.0;7600000.0;🪩 17/11/22💗 ig: dafnnejm👇🏻;21271400.0;2799184.0;7359.0;115148.0;42.34279796875
namemnjtv12;MNJ TV(ตัวจริง);139600000.0;8400000.0;ติดต่องานลงTiktok หรือ YouTube @line mnjtv123;22814500.0;2421900.0;9240.0;134332.0;5.845431666666666
kingbach;KingBach;428800000.0;28200000.0;YouTube: BachelorsPadTV Tix for comedy tour @ kingbach.com;23503100.0;4863100.0;5682.0;235061.0;82.153426
bradtheboxer;Just brad;35500000.0;2700000.0;I cook things bradcooksthings@gmail.com;1933300.0;98008.0;738.0;9399.0;34.07968722222222
slick.stevie60744;Slick Stevie;6200000.0;173700.0;👉 Follow me ☝️;10094300.0;1452400.0;11083.0;113534.0;66.84684647058823
lexbra;Lexbra_;3100000.0;378800.0;C’est moi, Lexbra  Abonne toi ! ✌🏻⚡️;6953100.0;325755.0;1022.0;18540.0;32.76765259259259
imarayulloa78;imarayulloa;2000000.0;260300.0;cuenta secundaria;12803449.0;529085.0;4933.0;34581.0;17.13423121212121
miguelito_peru;Miguel Alessandro;140000000.0;4300000.0;Del Perú pal mundo 🇵🇪 Intento bailar 🤪 Contacto al Instagram ⏬;69861100.0;6306361.0;55419.0;616172.0;766660.695652174
cv.wo;محمد ال عبادي;3800000.0;721200.0;❗️🧠للعقول_الراقية❗️🧠 ❤️⚠️القادم_أفضل ❤️⚠️ تعالو انستكرام   ✖️❤️800K ❤️✖️;14820489.0;644996.0;2628.0;39997.0;15.175409333333333
thinhung99;Thị Nhung;102300000.0;7000000.0;Ing: thinhung241299;3060900.0;269500.0;9705.0;16610.0;14.691728977272728
ltripping;ltripping;5200000.0;165400.0;🕷️;70324.0;7500.0;108.0;908.0;32.300273469387754
jose_arrt;José;93500000.0;2600000.0;Art 🇱🇧 📧 jose.salibaa@gmail.com;1227200.0;19645.0;723.0;1296.0;13.85545913580247
chefschwarz;Chefschwarz;94500000.0;5700000.0;💥Rockeamos la cocina 😏 Con Técnicas e ingredientes del mundo! 🌎;31083400.0;4357000.0;28078.0;365254.0;36.56127891891892
mamalindy71;Lindy and Jlo;157500.0;13000.0;💖 fun, love and laughter 💖 Lindy@select.co;29506.0;1983.0;36.0;75.0;12.757116802721088
nessaabarrett;Ness;437100000.0;19900000.0;club heaven out now 🤍☁️;9922100.0;1178400.0;4430.0;38680.0;17.39855
keisyaleprongka;keisya levronka;8700000.0;709500.0;#DebutAlbumLEVRONKA;36572500.0;2580753.0;12278.0;107404.0;58.45490914285714
carolcastromx;Carol Castro;811700000.0;17800000.0;Hola 🩷;6166300.0;1145800.0;4384.0;40020.0;23.831629714285715
mikaylanogueira;Mikayla Nogueira;1300000000.0;15000000.0;MUA | 25 | Masshole | Why aren’t you following mikaylajmakeup on Instagram?;5206100.0;535400.0;3872.0;14658.0;65.24154333333334
hesfinatia;PINAT🍅|| IG: @hesfinatia;692400000.0;11200000.0;No bio yet.;8062400.0;791900.0;3766.0;28534.0;28.318021276595744
spriteder_spd;SPD No.1;184300000.0;7600000.0;SPD ผู้ให้ No.1;40100000.0;3681400.0;6396.0;171100.0;10.661148468468468
ms.mawma.1;ms.mawma;3666.0;282.0;follow me;5654.0;609.0;33.0;18.0;82.605705
daz_black;daz_black;111000000.0;8100000.0;No bio yet.;79424900.0;15503936.0;94468.0;688372.0;18.78304358974359
nathaliavalente;Nathalia;758500000.0;17900000.0;Posto tudo da minha vida no insta 👀;1504600.0;189400.0;546.0;6248.0;42.58030977777778
hoaa.hanassii;Đào Lê Phương Hoa;405400000.0;15500000.0;✨ 1998 ✨ Vietnam 🇻🇳 Đừng so sánh nữa được không;207307800.0;16114900.0;84952.0;852773.0;52.41082594936709
cznburak;cznburak;1400000000.0;74400000.0;En Güzel Bağ Sevgidir🤗❤️ 👇NEW VİDEO 👇;228400000.0;25119000.0;215087.0;967565.0;119.37794307692307
priv_mav;MAV;290300000.0;10200000.0;MEDELLÍN 📍;17200000.0;2223800.0;3697.0;69103.0;30.22733333333333
christophersturniolo;Christopher Sturniolo;65500000.0;5500000.0;🍊🦇👽 1 of the @Sturniolo.triplets;18800000.0;3101700.0;45996.0;300400.0;26.890282857142857
jimena.jimenezr;Jimena;2000000000.0;26200000.0;Tengo 22 añotes Siganme en insta uwu  Ríete de mi conmigo;1448500.0;160300.0;532.0;5525.0;14.8766275
duolingo;Duolingo;175000000.0;8000000.0;Free language education for the world. just an owl tryna vibe 🦉;77067700.0;11261100.0;252240.0;364627.0;28.604817058823528
mariolcalderon;Mario Calderon;81800000.0;2700000.0;🏳️‍🌈 ✊🏽 🇵🇷  Comedian Be Kind ❤️ This is my only account!;46457800.0;7315700.0;120407.0;216982.0;55.85977472222222
davidyrodriguez;That French Guy;438900000.0;8500000.0;Ugly but nice ✌🏼 i am a psycho  Pro: Sdavidrodriguez.p@gmail.com;44577800.0;8254000.0;34340.0;302361.0;38.314010520833335
vipmotorsuae;VIP Motors;23200000.0;2300000.0;The Biggest Luxury Car Showroom in the WORLD  +97143232999;89104000.0;5394534.0;36111.0;308682.0;32.637018235294114
manja_faiez;Manja;83400000.0;1700000.0;Instagram: manja_schfld   +  Faiezbischo;1265800.0;84657.0;1485.0;4730.0;19.272388095238096
justicia_y_verdad;justicia y verdad;5700000.0;227500.0;🌠 Suscríbete a mi Canal de Youtube 👇✝️;34963800.0;2847238.0;48252.0;336272.0;38.54682095238096
nhuchuu0909;Như Chuu 🍇;45600000.0;2100000.0;Lên đơn kem body gạo trong giỏ hàng bên dưới ạ ⬇️ Fb : NHƯ CHUU 🍇;12700000.0;474000.0;3185.0;21019.0;32.89225055555556
logfive;Logan;165800000.0;3000000.0;Logan, comme Wolverine Que du lol, que du love ♡  logfive@oba-oba.fr;4982100.0;735300.0;3665.0;28995.0;48.0983625
drewafualo;Drew Afualo;366900000.0;7900000.0;That’s Baba Yaga to u hoe #BLM - she/her 📧: drew@creatorcollectivetalent.com;2284300.0;563700.0;3828.0;14029.0;25.744795585106385
williamlast_krm;William Last KRM;179800000.0;13400000.0;PRESIDENT OF TSHASA NATION FROM MOLALA LAND 🥜 ⭐️⭐️⭐️⭐️⭐️;529262700.0;23658900.0;297391.0;1468412.0;273.3602186956522
datdo0803;Đỗ Đạt;241600000.0;8900000.0;📩dodatofficial@gmail.com;11259600.0;743800.0;4316.0;26778.0;12.11839212121212
luis_sal;Luis;6100000.0;609700.0;forse mi ricorderete per video come;4981500.0;738400.0;2511.0;41596.0;15.968538403361343
realjohnmaggi;John Maggi;61700000.0;1100000.0;A guy with a dream 💛;8168000.0;1057628.0;5627.0;106772.0;51.02465213768116
